time,d,theta1,theta2
0.0,2.0,-0.5223148218060486,1.5040801783846713
0.03155778894472362,2.031536840974869,-0.4907570328613252,1.5040801783846718
0.06311557788944724,2.0629480942404688,-0.4591992439166016,1.5040801783846718
0.09467336683417087,2.094108672209682,-0.42764145497187794,1.5040801783846718
0.1262311557788945,2.1248944855480767,-0.3960836660271541,1.5040801783846711
0.1577889447236181,2.1551829373291493,-0.36452587708243045,1.5040801783846713
0.18934673366834173,2.1848534112464195,-0.33296808813770706,1.5040801783846718
0.22090452261306537,2.2137877519381886,-0.30141029919298323,1.5040801783846713
0.252462311557789,2.2418707355121983,-0.2698525102482596,1.5040801783846711
0.2840201005025126,2.2689905283964267,-0.23829472130353624,1.5040801783846718
0.3155778894472362,2.295039132688774,-0.2067369323588124,1.5040801783846713
0.34713567839195986,2.3199128162321303,-0.1751791434140888,1.5040801783846713
0.37869346733668346,2.3435125257021707,-0.1436213544693652,1.5040801783846713
0.4102512562814071,2.3657442810628444,-0.11206356552464175,1.5040801783846718
0.44180904522613074,2.3865195498187437,-0.08050577657991792,1.5040801783846711
0.47336683417085434,2.4057555995739843,-0.04894798763519426,1.5040801783846713
0.504924623115578,2.423375827493613,-0.01739019869047065,1.5040801783846713
0.5364824120603016,2.4393100653555493,0.01416759025425296,1.5040801783846713
0.5680402010050252,2.453494858978267,0.045725379198976346,1.5040801783846718
0.5995979899497488,2.4658737209114543,0.07728316814370018,1.5040801783846713
0.6311557788944724,2.4763973553833893,0.10884095708842378,1.5040801783846713
0.6627135678391961,2.4850238546092194,0.1403987460331475,1.5040801783846713
0.6942713567839197,2.4917188656784024,0.17195653497787122,1.5040801783846713
0.7258291457286433,2.496455727356721,0.2035143239225946,1.5040801783846713
0.7573869346733669,2.499215576258088,0.23507211286731844,1.5040801783846713
0.7889447236180905,2.4999874219633376,0.26662990181204194,1.5040801783846713
0.8205025125628141,2.498768190786868,0.29818769075676566,1.5040801783846713
0.8520603015075378,2.4955627380168375,0.32974547970148904,1.5040801783846713
0.8836180904522615,2.4903838285801734,0.36130326864621276,1.5040801783846713
0.9151758793969851,2.483252086209391,0.39286105759093637,1.5040801783846713
0.9467336683417087,2.4741959113136556,0.4244188465356601,1.5040801783846713
0.9782914572864323,2.4632513678811376,0.45597663548038336,1.5040801783846718
1.009849246231156,2.450462039863058,0.4875344244251071,1.5040801783846718
1.0414070351758795,2.435878857611323,0.5190922133698309,1.5040801783846713
1.0729648241206031,2.419559895060932,0.5506500023145545,1.5040801783846713
1.1045226130653267,2.401570138464819,0.5822077912592781,1.5040801783846711
1.1360804020100503,2.3819812276020924,0.6137655802040017,1.5040801783846713
1.167638190954774,2.3608711704902405,0.6453233691487253,1.5040801783846713
1.1991959798994976,2.3383240327373986,0.6768811580934487,1.5040801783846718
1.2307537688442212,2.3144296027717486,0.7084389470381723,1.5040801783846718
1.2623115577889448,2.2892830342811963,0.7399967359828962,1.5040801783846713
1.2938693467336686,2.2629844672872235,0.77155452492762,1.5040801783846713
1.3254271356783922,2.2356386293618926,0.8031123138723434,1.5040801783846718
1.3569849246231158,2.207354418576061,0.8346701028170672,1.5040801783846713
1.3885427135678394,2.1782444698396066,0.8662278917617908,1.5040801783846713
1.420100502512563,2.1484247063606166,0.8977856807065144,1.5040801783846713
1.4516582914572866,2.1180138780097346,0.929343469651238,1.5040801783846711
1.4832160804020103,2.087133088428019,0.9609012585959616,1.5040801783846711
1.5147738693467339,2.0559053127614924,0.9924590475406853,1.5040801783846713
1.5463316582914575,2.024454907942881,1.0240168364854085,1.5040801783846718
1.577889447236181,1.9929071174707296,1.0555746254301326,1.5040801783846711
1.6094472361809047,1.961387572657986,1.0871324143748562,1.5040801783846713
1.6410050251256283,1.9300217923362084,1.1186902033195798,1.5040801783846713
1.672562814070352,1.8989346830077058,1.1502479922643034,1.5040801783846713
1.7041206030150755,1.8682500414361254,1.181805781209027,1.5040801783846713
1.7356783919597991,1.8380900616563036,1.2133635701537502,1.5040801783846718
1.767236180904523,1.808574848366588,1.2449213590984742,1.5040801783846711
1.7987939698492466,1.7798219386414305,1.2764791480431978,1.5040801783846718
1.8303517587939702,1.7519458338689082,1.3080369369879215,1.5040801783846711
1.8619095477386938,1.7250575437771198,1.339594725932645,1.5040801783846713
1.8934673366834174,1.6992641443652585,1.3711525148773687,1.5040801783846713
1.925025125628141,1.6746683514997918,1.4027103038220923,1.5040801783846713
1.9565829145728646,1.6513681118737977,1.4342680927668159,1.5040801783846713
1.9881407035175882,1.6294562129583607,1.4658258817115395,1.5040801783846713
2.019698492462312,1.6090199134992982,1.497383670656263,1.5040801783846713
2.0512562814070354,1.5901405960306767,1.5289414596009867,1.5040801783846713
2.082814070351759,1.572893442788895,1.5604992485457103,1.5040801783846713
2.1143718592964826,1.5573471363179263,1.592057037490434,1.5040801783846713
2.1459296482412062,1.543563585957988,1.6236148264351575,1.5040801783846713
2.17748743718593,1.5315976813068257,1.6551726153798811,1.5040801783846713
2.2090452261306535,1.521497073635398,1.6867304043246047,1.5040801783846713
2.240603015075377,1.5133019861284143,1.7182881932693284,1.5040801783846718
2.2721608040201007,1.507045053705398,1.749845982214052,1.5040801783846713
2.3037185929648243,1.5027511930601518,1.7814037711587756,1.5040801783846713
2.335276381909548,1.5004375034361535,1.8129615601034992,1.5040801783846713
2.3668341708542715,1.5001131985330272,1.8445193490482228,1.5040801783846713
2.398391959798995,1.5017795698152516,1.8760771379929464,1.5040801783846713
2.4299497487437187,1.5054299813692202,1.90763492693767,1.5040801783846713
